UniqueCount	AmbigCount
0	5557
0	5535
0	5547
0	5747
0	5778
0	6458
0	6553
1	6176
0	6850
0	6664
0	6756
0	6165
0	6334
0	6545
0	6345
0	5058
0	5227
0	5438
0	5238
0	5446
0	5743
0	4912
0	5557
0	5351
0	5649
136	0
50	2764
228	2764
13	2153
12	15159
0	16290
6	15110
0	2357
12681	0
0	28532
1	28384
1427	28532
72	3153
275	3195
0	3195
208	1412
40	1412
0	19333
0	17386
0	13771
0	12431
0	16140
0	19877
0	19379
0	19931
0	18374
0	18918
0	18420
0	18972
0	13223
0	11883
0	17340
0	17884
0	17938
0	16097
0	16645
0	16688
2051	5860
99	5860
0	4990
524	0
910	0
206	2391
0	1573
42	1987
115	3296
0	3437
0	3319
0	2718
1	3167
30697	0
369	0
92	376
78	376
823	2
175	6973
0	1269
3	6973
12	11
0	11
3	5
281	5807
3	5807
0	20891
0	22573
4	22165
3	6986
7	20603
13	20921
716	20921
17042	0
11914	0
13297	0
1142	6888
0	6888
0	6863
7719	0
13886	1415
0	1415
5358	0
453	6071
0	6071
1410	0
2924	0
40	0
2708	18970
15	18921
0	17502
2	17424
0	17348
5880	0
6776	3
281	0
0	1988
5	1988
0	1988
8442	0
65	0
0	47
0	47
0	23
1793	0
0	2129
0	2162
0	2053
0	2086
4	1901
0	1859
3	1845
0	1813
0	543
0	1771
1114	0
0	1355
23	1399
180	1247
35	988
23	0
73	1597
0	1597
4800	11093
0	2728
0	942
63	7543
7	3550
19460	0
1398	46675
0	46675
40926	192309
0	192309
1794	0
14	5886
30	5886
10330	0
0	965
83	965
12	0
7	0
1971	757
0	757
2784	1388
1	1388
0	3206
0	3147
0	3342
0	3283
21	3241
2	1442
0	114366
0	116139
0	116381
0	117305
0	115532
0	114608
494	8549
442	8549
0	25203
0	25119
0	25119
0	24418
0	24415
0	24521
0	24577
0	24405
0	23973
0	24235
0	24104
0	24089
0	17757
0	25983
827	21316
0	25760
0	24980
0	24896
0	24896
0	24354
0	24182
0	24298
0	24192
0	24195
0	23750
0	24012
0	23881
0	23866
0	17534
10	3229
5654	0
0	1036
0	1323
0	594
0	881
811	17639
747	17639
0	4033
0	3977
0	3915
0	3538
0	3256
0	3899
0	3843
0	3781
111	3633
0	1836
4	1787
227	1171
95	1509
1240	12472
0	11548
1	11150
0	7079
0	3136
48	22767
0	22767
1667	0
0	8087
0	7658
0	7348
0	7400
0	7598
0	6235
0	5926
0	5977
0	6170
0	5737
358	6232
0	5634
0	5210
0	4900
0	4952
0	5145
0	6832
0	6408
0	6098
0	6150
0	6343
0	6883
0	6459
0	6149
0	6201
0	6394
0	7071
0	6647
0	6337
0	6389
0	6582
0	6659
0	6235
0	5925
0	5977
0	6170
0	4801
0	4491
0	4543
0	4736
0	4750
0	4440
0	4492
0	4685
0	4989
0	4679
0	4731
0	4924
0	3889
0	3580
0	3631
0	3824
0	3838
0	3529
0	3580
0	3773
0	4077
0	3768
0	3819
0	4012
0	4601
0	4291
0	4343
0	4536
0	4550
0	4240
0	4292
0	4485
0	4789
0	4479
0	4531
0	4724
0	5818
0	5725
0	1691
0	1742
0	1953
0	1646
0	1697
0	1890
0	2300
0	2207
0	1877
0	1928
1292	7680
600	7680
11068	0
538	0
2132	0
6	5781
0	6261
149	6261
0	5773
2162	0
25	616
0	616
0	364
23	409
0	256
1057	0
158	2408
0	2464
127	2464
79	2464
11	388
0	388
148805	1444
1	1444
1137	8069
0	8069
30305	0
131	0
795	193
0	193
438	0
297	898
0	592
0	411
14	463
1754	0
21800	0
1255	30240
0	30240
0	16151
0	9426
421	10122
8	9865
1	4596
0	9592
552	11907
0	11907
2	9481
0	3842
0	3578
23	820
48688	0
1599	63033
0	63029
3	56952
0	57582
274	55860
1199	56173
0	49552
1400	1
19	113
42	113
91	38
922	38
0	6044
0	6626
0	7701
0	4293
0	5951
0	4877
0	7119
0	5367
1788	21988
58	21988
5386	18644
5707	0
668	0
0	8626
0	9140
0	8166
0	8686
4240	238
1	238
100	2450
0	2450
75	117
4	112
0	56
0	117
0	117
0	115
1075	40448
0	40448
0	0
0	1686
940	1686
926	7765
0	6582
0	7765
0	4005
17171	0
202	2642
0	2642
1119	0
320	5748
0	5748
10	5748
945	13657
0	13657
149	0
601	0
22	38
0	36
0	38
0	15
1	15
5	11
38	0
143	25
0	13229
0	13191
0	12508
803	2043
0	1865
0	5534
0	2154
0	13078
0	13040
0	12357
0	5383
0	13073
0	11239
0	13035
0	12352
0	12878
0	12195
0	3701
0	3544
0	326
0	507
0	510
0	727
0	730
590	4515
0	4515
0	2868
0	2223
7	131
0	131
9251	0
585	3368
714	3470
1	2937
79	438
364	438
1894	0
2957	0
6	5254
0	5254
1109	0
4542	0
0	1518
0	2465
0	2465
5853	0
284	0
863	2111
151	1100
92	2027
2516	331
22	331
1970	0
0	2800
673	2800
6823	0
7433	0
1296	0
273	3020
25	3020
1500	0
2927	0
997	0
14	681
0	681
367	0
211	0
10379	0
1624	18245
0	18245
0	13326
11	9901
206	9901
0	9829
11	9829
28	0
439	4547
0	4547
20	4231
2457	12419
35	12419
33118	24538
0	24538
0	97
30	97
0	80
0	11
2	61
10	61
26	0
477	1916
0	1633
147	1916
108	1659
23	1659
356	0
5	42
3	42
2	42
0	69493
0	24757
0	24763
2140	67794
830	69493
180	4074
47	4170
0	4170
35	4074
2270	1674
276	2461
3	787
490	12423
0	12829
419	11930
0	11793
98	11518
21477	0
0	3430
362	3349
12	3150
0	4225
0	4114
29	3088
41	2883
114	3450
61	0
0	4128
0	3835
0	3722
0	3980
199	16491
0	16491
0	16152
1	11939
0	7236
70	7236
140	6969
0	6792
9865	0
1661	0
0	2172
6	2172
984	20551
217	20551
3149	53831
0	49330
0	53831
189	35399
228	36390
508	13476
0	13475
0	10677
0	11375
0	13476
6	12024
0	12013
51	1817
0	1817
529	0
59	0
0	1907
2	1907
5185	0
5476	0
2059	0
2773	0
3289	0
151	0
3666	0
0	9176
1	9625
733	9737
0	9737
55	9032
96	8681
26	6635
61	9516
95	9500
0	8055
64	6637
66	8734
12	8681
0	1416
67	1369
5	1122
59	3068
0	3258
116	3067
21	945
59	2040
244	3478
0	3483
50	3325
16547	0
7022	0
6487	0
0	6047
0	6386
0	6472
5	6156
0	6069
0	5995
0	6104
0	6163
13479	0
18	0
2	0
75	0
67	0
1493	0
6	138
4	138
0	390
78	390
1226	0
746	0
1344	0
819	9613
55	9613
216	0
153	0
738	34
5	267
6	267
735	0
1045	0
212	0
355	34
13	619
5	619
18	612
1390	0
34	555
10	555
18	137
1	137
1	220
0	300
0	228
0	265
1066	0
5	537
0	370
9	537
498	0
91	2543
12	2543
1	636
603	0
999	0
1598	36453
0	36453
30	33067
0	7008
0	7135
0	6528
38	5599
89	4879
0	6175
6	6179
2438	2838
0	2838
54	1244
0	10068
0	9935
0	11246
0	11413
0	11111
0	11860
0	12027
0	11725
0	10746
0	10913
0	10611
0	2166
0	2031
0	10155
0	10021
196	4329
0	963
148	4315
3986	0
0	565977
378	565977
313	537811
0	13755
0	13682
0	13682
0	13956
0	13883
0	13883
77	2466
0	2466
1	2520
125	2520
266	0
1657	0
1	168
4	168
5715	0
0	12376
0	11372
0	11283
0	11141
59	9321
0	13919
5	12826
0	12684
58	11582
0	12018
0	11014
0	10925
0	10783
10	13062
0	12058
0	11969
0	11827
0	10396
0	9397
43	0
126	7108
0	7108
2536	0
65	4592
0	4592
93	4966
0	4966
38710	204321
0	5999
0	5602
0	5618
0	5358
0	4961
0	4977
1586	0
0	2050
0	2050
0	2147
0	2147
815	0
1634	0
0	663
0	691
0	613
0	641
839	0
165	3879
16	3879
0	1551
387	0
0	435
2	435
1120	0
791	0
2834	0
4	56
0	56
2	2413
1213	2245
283	2468
0	2413
0	2385
72	134
7	134
1003	8
217	8
158	0
0	731
0	731
2847	0
2	0
346	24333
736	24333
4	20670
168	19782
0	18540
105	0
17	239
0	239
890	0
448	0
1091	0
2	702
92	702
253	0
61	2957
154	2957
3611	0
1029	456
21	456
0	74
4	95
0	95
143	0
139	10302
0	10302
900	0
3757	0
1631	0
700	0
237	0
103	0
1181	0
4727	0
3	4242
0	3995
0	2864
0	3122
0	2878
0	2885
0	2641
0	7285
0	7047
0	6947
0	6692
0	6454
0	6356
0	6857
0	6619
0	6521
0	6276
0	6014
0	6006
0	5744
0	4509
0	5106
0	5419
366	6279
0	6279
0	3555
40	1479
0	1479
98	2137
15	2137
0	1427
208	395
0	395
293	2261
0	2261
41	1893
2021	0
33	0
12	4
0	13
0	0
0	0
335	0
1	793
0	793
3933	0
442	0
102	0
10420	0
0	8788
188	8788
364	18749
42	17119
0	18749
0	10479
44	626
0	10217
55	10081
0	8626
139	3149
6	3149
3221	0
2220	0
275	5267
